VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,duration_min,avg_speed_mph,tip_percentage,time_of_day
1,2019-01-01 00:59:23,2019-01-01 01:19:10,0,3.1,1,N,158,48,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,,,,,
1,2019-01-01 00:28:08,2019-01-01 00:31:43,1,0.0,1,N,68,90,3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,,,,
1,2019-01-01 00:16:34,2019-01-01 00:25:20,0,2.6,1,N,263,137,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,,,,,
1,2019-01-01 00:37:43,2019-01-01 00:57:36,0,2.6,1,N,164,68,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,,,,,
1,2019-01-01 00:16:41,2019-01-01 00:30:29,0,4.7,1,N,233,74,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,,,,,
1,2019-01-01 00:58:14,2019-01-01 00:58:14,1,0.0,1,Y,158,264,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8,,,,,
1,2019-01-01 00:58:25,2019-01-01 01:07:30,0,1.6,1,N,249,144,1,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,,,
1,2019-01-01 00:18:23,2019-01-01 00:50:57,0,15.8,1,N,191,159,1,45.5,0.5,0.5,0.0,5.76,0.3,52.56,,,,,
1,2019-01-01 00:29:06,2019-01-01 00:50:32,0,10.2,1,N,264,264,1,29.5,0.5,0.5,6.15,0.0,0.3,36.95,,,,,
1,2019-01-01 00:58:38,2019-01-01 01:10:07,0,1.8,1,N,264,264,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,,,
2,2018-12-31 23:59:57,2019-01-01 00:00:00,4,0.0,5,N,264,265,1,121.0,0.0,0.5,36.54,0.0,0.3,158.34,,,,,
1,2019-01-01 00:13:10,2019-01-01 00:13:16,1,0.0,1,N,48,48,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,,,,
1,2019-01-01 00:47:19,2019-01-01 00:47:42,1,0.0,1,N,163,163,4,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,,,,
1,2019-01-01 00:55:10,2019-01-01 01:05:01,0,1.7,1,N,232,231,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,,,,,
2,2019-01-01 00:55:49,2019-01-01 01:30:04,1,15.13,1,N,79,184,2,-43.5,-0.5,-0.5,0.0,0.0,-0.3,-44.8,,,,,
1,2019-01-01 00:04:04,2019-01-01 00:06:22,2,0.0,1,N,264,264,3,3.5,0.5,0.5,0.0,0.0,0.3,4.8,,,,,
